ID,topLeft,topRight,bottomRight,bottomLeft,distance,yaw
6,"(513, 244)","(523, 245)","(523, 255)","(513, 255)",10.938623448014626,-1.0418748124602328
6,"(522, 253)","(533, 253)","(533, 264)","(522, 264)",10.362834486634407,-4.347756965485552e-10
6,"(514, 256)","(525, 256)","(524, 267)","(514, 267)",10.28333836303021,-3.9270379278955234
6,"(502, 259)","(513, 259)","(513, 270)","(502, 270)",10.391850448220149,2.2632782521851285e-10
6,"(492, 234)","(503, 234)","(502, 246)","(491, 245)",9.897305928638108,4.141367572024226
6,"(463, 242)","(474, 241)","(475, 253)","(464, 254)",9.6822325802281,-3.0044999494557754
6,"(454, 270)","(466, 270)","(467, 282)","(455, 282)",9.460388993285795,0.3778891595379136
6,"(481, 258)","(493, 258)","(493, 271)","(481, 271)",8.881637506431584,1.6248117370390467
6,"(484, 262)","(496, 261)","(497, 273)","(484, 274)",9.126963435745635,-4.546006057695031
6,"(473, 282)","(486, 282)","(487, 294)","(475, 295)",8.968126911451876,-5.1853528691900665
6,"(442, 260)","(455, 259)","(456, 273)","(443, 274)",8.301814665062466,-2.8296503790708885
6,"(444, 278)","(457, 276)","(459, 290)","(445, 291)",8.494519836688687,-6.359114116377458
6,"(480, 263)","(495, 262)","(495, 276)","(481, 276)",8.024017584942163,-3.5540313489324613
6,"(492, 262)","(506, 261)","(507, 276)","(493, 276)",7.918664674587246,-1.1232339481637088
6,"(495, 266)","(510, 265)","(510, 280)","(495, 280)",7.601430762227244,-1.855821805897279
6,"(486, 284)","(501, 282)","(502, 297)","(487, 298)",7.584757499743678,-5.7473585280611905
6,"(445, 260)","(460, 259)","(461, 274)","(446, 276)",7.391133764159918,-10.682072842492623
6,"(430, 267)","(446, 265)","(447, 281)","(432, 282)",7.454439259051243,-5.435969522452395
6,"(416, 289)","(432, 287)","(434, 302)","(418, 305)",7.242474051296273,-12.296717072533255
6,"(456, 278)","(473, 277)","(474, 293)","(457, 295)",6.768099783001067,-7.7313458704990845
6,"(457, 270)","(474, 268)","(476, 284)","(459, 286)",6.8544662818873485,-7.756401709105015
6,"(466, 274)","(483, 272)","(484, 290)","(467, 291)",6.5054366179690115,-4.186855689992811
6,"(467, 272)","(485, 271)","(485, 288)","(468, 290)",6.375739951787161,-8.4484299691779
6,"(476, 250)","(494, 249)","(495, 267)","(477, 268)",6.376346369801667,-3.179830114571515
6,"(466, 274)","(484, 273)","(485, 291)","(467, 292)",6.3711134950591735,-3.179830119807909
6,"(443, 268)","(461, 267)","(463, 285)","(444, 286)",6.385546234330144,-4.720384083966881
6,"(436, 267)","(455, 266)","(457, 285)","(438, 286)",6.079845319072647,-2.9802511498789155
6,"(450, 255)","(471, 254)","(472, 274)","(451, 275)",5.600759794833625,-3.6418319625216813
6,"(460, 272)","(481, 270)","(483, 290)","(462, 292)",5.546399371305452,-6.324781578774137
6,"(460, 276)","(481, 274)","(483, 296)","(462, 297)",5.348902922678716,-3.556776440589013
6,"(439, 296)","(461, 294)","(462, 316)","(441, 318)",5.20193423259834,-8.419231907947637
6,"(393, 296)","(417, 294)","(418, 317)","(395, 318)",5.1315461684122115,-4.367346279802976
6,"(383, 294)","(406, 293)","(408, 316)","(385, 318)",4.992900912623288,-7.479908028259366
6,"(380, 297)","(405, 295)","(407, 318)","(383, 321)",4.917853767378799,-8.493329644008455
6,"(385, 294)","(410, 290)","(412, 314)","(387, 317)",4.705265796192027,-8.287052649530708
6,"(386, 290)","(412, 287)","(414, 313)","(388, 315)",4.527228329465458,-5.681275368425098
6,"(389, 294)","(416, 292)","(418, 319)","(391, 321)",4.322657133173034,-4.236394799059317
6,"(375, 311)","(403, 309)","(405, 337)","(378, 339)",4.188042930142829,-3.9200230568090384
6,"(382, 294)","(411, 292)","(413, 320)","(384, 322)",4.152878755647133,-4.573808570108084
6,"(377, 303)","(406, 301)","(408, 330)","(379, 332)",4.038529042974116,-3.9451862290365765
6,"(367, 305)","(397, 303)","(399, 332)","(369, 334)",4.038444281339174,-4.321910556437752
6,"(377, 307)","(408, 304)","(411, 334)","(380, 336)",3.9392808215326207,-5.76525023503148
6,"(375, 306)","(407, 304)","(409, 334)","(378, 337)",3.8188423751440115,-6.795277277922605
6,"(410, 310)","(443, 307)","(445, 339)","(412, 341)",3.592509213408951,-4.826324885523818
6,"(432, 301)","(465, 300)","(466, 333)","(433, 334)",3.492491039387788,-1.735704588919256
6,"(453, 298)","(487, 297)","(488, 332)","(454, 333)",3.2783623179635017,-1.3105790504425927
6,"(457, 328)","(493, 325)","(494, 361)","(459, 363)",3.187240363578466,-3.901750977242326
6,"(459, 328)","(496, 326)","(498, 362)","(461, 364)",3.1444551389522513,-3.3865028133978288
6,"(456, 308)","(493, 305)","(496, 342)","(458, 345)",3.0572657516660198,-4.732719573473543
6,"(449, 303)","(487, 300)","(490, 339)","(452, 341)",2.9718007691557684,-3.558208447638588
6,"(446, 297)","(485, 294)","(488, 334)","(449, 336)",2.900956908481332,-3.455094826933529
6,"(441, 300)","(482, 296)","(485, 336)","(444, 340)",2.808567167059154,-5.712967165610597
6,"(453, 297)","(495, 293)","(499, 336)","(457, 339)",2.6859269189398303,-4.5476068253479225
6,"(508, 302)","(552, 298)","(556, 342)","(511, 346)",2.534556951660762,-5.22724613413383
6,"(556, 293)","(603, 288)","(606, 334)","(559, 339)",2.3562966664824008,-5.7001592454563035
6,"(573, 280)","(622, 277)","(625, 324)","(576, 328)",2.290875009737557,-4.065112128388406
6,"(618, 279)","(670, 275)","(672, 325)","(621, 328)",2.1733878880932007,-3.989601729638317
6,"(660, 279)","(714, 275)","(717, 326)","(662, 330)",2.0606368160267787,-3.739907481069081
6,"(796, 260)","(859, 256)","(862, 313)","(799, 315)",1.8840376443524773,-1.9103226170654801
0,"(560, 262)","(569, 262)","(569, 271)","(560, 271)",12.584074346295724,-4.6971745650142576e-14
0,"(567, 275)","(577, 274)","(578, 284)","(568, 285)",11.240095881524317,-5.71059313727764
0,"(572, 292)","(582, 292)","(583, 301)","(572, 302)",10.741025848918785,-3.050395380693247
0,"(541, 292)","(552, 291)","(553, 301)","(542, 302)",10.300168445431279,-5.740139695083644
0,"(530, 289)","(540, 289)","(541, 299)","(530, 300)",10.777384431173855,-4.051853564315058
0,"(549, 282)","(561, 282)","(561, 293)","(549, 294)",9.354661991572112,-3.83023873269266
0,"(552, 273)","(563, 273)","(564, 284)","(553, 285)",9.807825913334367,-5.259370251624792
0,"(561, 273)","(573, 272)","(574, 284)","(562, 285)",9.387155831185595,-4.763641690713004
0,"(561, 288)","(572, 288)","(572, 300)","(561, 300)",9.435039872390682,1.5699926651542875
0,"(559, 285)","(571, 284)","(572, 295)","(560, 296)",9.411171624252864,-5.21830316073903
0,"(539, 282)","(551, 281)","(552, 294)","(540, 295)",8.71920633852008,-3.0782238939411664
0,"(527, 275)","(539, 273)","(541, 285)","(528, 286)",9.075728776515211,-7.587191840839875
0,"(524, 278)","(537, 277)","(538, 289)","(526, 291)",8.997976827848275,-8.661194792745347
0,"(515, 289)","(528, 288)","(529, 300)","(516, 301)",8.795900492336969,-5.05369825533938
0,"(545, 293)","(557, 292)","(558, 305)","(546, 306)",8.692707237363273,-3.2811238811336447
0,"(521, 270)","(535, 269)","(536, 282)","(522, 283)",8.167308338058389,-4.780549742568069
0,"(505, 266)","(518, 265)","(520, 279)","(506, 279)",8.27389722013779,-1.4405468033687223
0,"(486, 276)","(500, 274)","(502, 289)","(488, 290)",7.856905096218532,-5.174588176921467
0,"(478, 270)","(492, 269)","(493, 283)","(479, 285)",7.820019240287233,-10.080957893763351
0,"(465, 264)","(479, 262)","(481, 276)","(467, 278)",8.139221250444404,-8.130102354156014
0,"(458, 266)","(472, 263)","(474, 278)","(460, 280)",7.798543090160476,-8.915040196425805
0,"(461, 276)","(476, 274)","(478, 288)","(463, 290)",7.740988256347891,-8.67945103626625
0,"(486, 248)","(500, 245)","(503, 261)","(488, 263)",7.363109271265263,-7.820410282002845
0,"(475, 237)","(489, 235)","(491, 250)","(477, 252)",7.68990710021301,-6.087095675044029
0,"(484, 238)","(500, 235)","(502, 251)","(486, 253)",7.093469485169167,-8.80385047389978
0,"(493, 236)","(509, 234)","(511, 250)","(495, 252)",7.121356017669174,-7.125016336705155
0,"(489, 249)","(506, 247)","(507, 263)","(491, 264)",6.999045964458404,-6.9009021977698906
0,"(501, 257)","(518, 255)","(519, 272)","(503, 273)",6.896331528219786,-5.06295536881005
0,"(509, 246)","(526, 245)","(527, 261)","(510, 263)",6.677600635402821,-7.596484125669387
0,"(495, 259)","(512, 258)","(513, 275)","(496, 277)",6.480109241807762,-8.703972802176564
0,"(502, 257)","(519, 255)","(520, 273)","(503, 274)",6.474246854018284,-3.9218978536853824
0,"(498, 275)","(515, 273)","(517, 292)","(500, 293)",6.161981631135512,-3.296253239487984
0,"(523, 268)","(541, 266)","(543, 283)","(526, 286)",6.413355358983377,-10.023428762171124
0,"(528, 261)","(547, 259)","(549, 277)","(530, 279)",5.9837012890053956,-6.644175280503136
0,"(531, 258)","(550, 255)","(551, 275)","(533, 276)",5.926188502742246,-4.932286364955273
0,"(532, 260)","(551, 258)","(552, 278)","(533, 279)",5.784855489079249,-3.4240304888617232
0,"(535, 263)","(555, 261)","(556, 280)","(537, 282)",5.7672419253144165,-7.519483979041806
0,"(535, 275)","(555, 273)","(556, 292)","(537, 294)",5.760560064218433,-7.322940964132087
0,"(508, 250)","(529, 249)","(529, 270)","(509, 271)",5.410361530676882,-6.126709005323631
0,"(496, 262)","(517, 261)","(517, 281)","(497, 283)",5.429663893700074,-7.3257217932085
0,"(477, 260)","(498, 259)","(499, 280)","(478, 281)",5.455620647861073,-2.726310989367124
0,"(470, 258)","(491, 256)","(493, 278)","(471, 280)",5.1822224079323655,-4.541017071992903
0,"(470, 250)","(493, 248)","(493, 270)","(472, 272)",5.098915245759686,-9.136882752637112
0,"(484, 229)","(507, 227)","(508, 250)","(486, 252)",4.971855525992057,-9.413376120923333
0,"(511, 221)","(536, 219)","(537, 243)","(513, 245)",4.647814181603617,-7.384251009656037
0,"(520, 217)","(545, 216)","(546, 240)","(521, 242)",4.558659810177425,-6.116097503050228
0,"(522, 240)","(547, 239)","(548, 265)","(523, 266)",4.412598185807848,-1.0595370642187598
0,"(516, 233)","(542, 232)","(544, 258)","(517, 260)",4.300662415438779,-3.3557250442631537
0,"(516, 233)","(542, 232)","(544, 258)","(517, 260)",4.300662415438779,-3.3557250442631537
0,"(514, 233)","(541, 231)","(543, 259)","(516, 261)",4.101871314405126,-3.0238340980609384
0,"(513, 250)","(541, 248)","(542, 276)","(514, 278)",3.992008453695612,-3.389845706638585
0,"(547, 242)","(577, 240)","(578, 269)","(549, 271)",3.825386944264819,-5.4441401695167535
0,"(554, 242)","(585, 240)","(587, 269)","(556, 272)",3.848755275025476,-4.602300901674474
0,"(563, 239)","(594, 237)","(596, 267)","(565, 270)",3.6346246631398693,-5.9781428671247205
0,"(578, 240)","(610, 238)","(612, 270)","(579, 272)",3.4617114772511415,-3.2348692369583025
0,"(567, 241)","(601, 239)","(603, 272)","(569, 275)",3.3131368104704784,-5.442545701379629
0,"(529, 251)","(564, 250)","(565, 284)","(530, 286)",3.2352148323240857,-4.139444274589339
0,"(502, 242)","(539, 240)","(541, 276)","(504, 279)",3.0758219263574533,-6.110122857711905
0,"(473, 257)","(510, 254)","(512, 291)","(475, 294)",3.049465800468741,-4.228213492549278
0,"(469, 264)","(506, 261)","(509, 299)","(471, 302)",2.9966764987285126,-4.172258926344778
0,"(473, 265)","(512, 262)","(516, 301)","(476, 304)",2.9190622081044038,-5.104615140897002
0,"(450, 264)","(491, 261)","(494, 301)","(453, 304)",2.8354426505979533,-4.745076904220274
0,"(464, 252)","(505, 248)","(508, 290)","(467, 293)",2.748298942483845,-4.386803583214913
0,"(471, 251)","(515, 248)","(518, 292)","(474, 294)",2.625873139693776,-3.772193414169138
0,"(471, 251)","(515, 248)","(518, 292)","(474, 294)",2.625873139693776,-3.772193414169138
0,"(444, 256)","(490, 253)","(493, 298)","(447, 301)",2.530199929161577,-4.244748409415815
0,"(407, 226)","(454, 223)","(458, 269)","(411, 272)",2.5367259875308448,-4.785374214888188
0,"(375, 239)","(424, 237)","(425, 285)","(377, 288)",2.4061891204182775,-8.140605527115895
0,"(312, 237)","(364, 233)","(369, 285)","(316, 289)",2.311165790637223,-4.6804457387695
0,"(298, 212)","(354, 208)","(360, 261)","(304, 266)",2.2602412759232884,-6.289296689072331
0,"(287, 201)","(344, 199)","(349, 254)","(291, 258)",2.1898665542298916,-4.075257160902856
0,"(281, 202)","(342, 199)","(345, 257)","(285, 261)",2.0741120314872226,-4.064428312411373
0,"(276, 229)","(337, 225)","(343, 285)","(283, 289)",2.044826166381411,-4.130440913573378
0,"(238, 213)","(303, 211)","(307, 273)","(243, 276)",1.999923468079985,-3.083332304064049
0,"(200, 203)","(268, 202)","(273, 265)","(204, 269)",1.967577169493987,-3.7353313767239973
0,"(174, 198)","(244, 196)","(249, 263)","(179, 266)",1.9125158788735745,-3.008632568836829
0,"(146, 196)","(221, 195)","(226, 265)","(152, 268)",1.84732126472625,-2.7216721869372336
0,"(145, 189)","(221, 187)","(227, 257)","(152, 260)",1.8612715667356854,-3.746996569379678
0,"(64, 164)","(149, 164)","(153, 240)","(70, 243)",1.7673158124833,-2.845952238278444
7,"(857, 324)","(854, 273)","(913, 266)","(918, 321)",2.0432402265464136,-88.15851444409995
7,"(740, 280)","(737, 227)","(794, 220)","(796, 274)",2.0263395002520888,-97.46702388838813
7,"(721, 277)","(718, 223)","(774, 218)","(776, 272)",2.060529294615689,-95.86751181324945
7,"(644, 253)","(647, 199)","(701, 196)","(700, 250)",2.0101438359462653,-87.52540316219662
7,"(596, 281)","(594, 229)","(647, 224)","(648, 277)",2.0978842884466387,-91.80678506112285
7,"(534, 283)","(530, 232)","(583, 227)","(585, 279)",2.1556495046689172,-91.20397465278722
7,"(412, 263)","(409, 211)","(461, 208)","(463, 260)",2.242352456867213,-92.8791127587458
7,"(363, 278)","(360, 226)","(412, 222)","(415, 274)",2.255149730060195,-94.12328967603158
7,"(333, 287)","(329, 234)","(382, 230)","(386, 283)",2.250673605722326,-94.31602751635194
7,"(332, 290)","(326, 236)","(380, 232)","(385, 285)",2.242093020887501,-91.18522901019571
7,"(347, 292)","(341, 237)","(395, 232)","(401, 286)",2.181163574696332,-95.72239787439035
7,"(377, 293)","(371, 237)","(426, 233)","(432, 289)",2.1112002934946683,-94.13965780479832
7,"(415, 291)","(409, 234)","(464, 229)","(470, 286)",2.048234765212551,-94.8618833550617
7,"(471, 296)","(467, 237)","(525, 234)","(528, 292)",1.9627387060464776,-91.2513969894466
7,"(492, 273)","(489, 212)","(548, 209)","(551, 269)",1.9204020718836161,-90.77629015217136
7,"(522, 285)","(518, 222)","(580, 218)","(583, 281)",1.8118965132989566,-93.00202102798211
7,"(530, 291)","(527, 225)","(589, 221)","(593, 286)",1.7405441173153815,-92.89441578803687
7,"(538, 291)","(534, 225)","(599, 220)","(602, 286)",1.714496273305036,-93.15321109127072
7,"(550, 270)","(550, 196)","(617, 194)","(617, 266)",1.5659864942871988,-88.85527274192685
7,"(570, 295)","(567, 223)","(635, 218)","(639, 289)",1.5839302458832063,-92.36672703645276
7,"(569, 269)","(566, 195)","(637, 190)","(639, 263)",1.5449745070379386,-91.2052304586271
7,"(555, 273)","(550, 193)","(625, 187)","(628, 266)",1.4390486777059144,-91.96490251442624
7,"(562, 277)","(557, 196)","(633, 189)","(637, 270)",1.411521461231983,-93.13139890001379
7,"(590, 295)","(587, 209)","(666, 204)","(669, 289)",1.3323324720089509,-91.95376038947562
7,"(665, 332)","(662, 238)","(749, 232)","(751, 324)",1.21302997173011,-92.60139045172299
7,"(664, 338)","(664, 242)","(752, 238)","(752, 332)",1.1867713082926006,-91.05934517393095
7,"(671, 348)","(669, 250)","(759, 245)","(758, 341)",1.1603618714915276,-91.35708840659295
7,"(668, 341)","(666, 242)","(756, 237)","(757, 333)",1.156287261021289,-91.94210102637543
7,"(667, 330)","(666, 226)","(757, 222)","(756, 323)",1.1065204910489101,-91.03464497660431
7,"(699, 327)","(697, 222)","(791, 217)","(790, 318)",1.1033608796665622,-91.93564925952435
7,"(717, 310)","(717, 203)","(811, 198)","(810, 301)",1.0922316902146298,-91.905432738247
7,"(739, 302)","(740, 189)","(838, 184)","(835, 294)",1.0399631307659476,-91.56641489683041
7,"(711, 315)","(711, 199)","(810, 193)","(809, 305)",1.006751420822751,-91.86142950731717
7,"(696, 347)","(697, 228)","(799, 224)","(794, 339)",0.9699750373602495,-90.13438920347251
7,"(716, 348)","(718, 227)","(822, 223)","(817, 340)",0.9570841623300089,-90.27018772323747
7,"(744, 349)","(747, 223)","(854, 219)","(849, 340)",0.9283175337284741,-90.57394346014625
7,"(749, 345)","(752, 219)","(859, 215)","(855, 336)",0.9311186906520733,-90.85171836959444
7,"(769, 346)","(771, 214)","(884, 210)","(878, 337)",0.894279917990261,-90.94721696188046
7,"(769, 346)","(771, 214)","(884, 210)","(878, 337)",0.894279917990261,-90.94721696188046
7,"(786, 352)","(790, 215)","(907, 210)","(901, 342)",0.8640755319481433,-91.07478595597536
7,"(819, 336)","(826, 190)","(953, 185)","(943, 327)",0.8218536639788175,-90.89313480749013
8,"(561, 25)","(664, 18)","(655, 133)","(549, 132)",1.05924736904026,5.057513267703482
8,"(512, 20)","(616, 13)","(607, 128)","(503, 129)",1.0593480413347176,4.315603986578311
8,"(417, 23)","(515, 18)","(510, 131)","(412, 131)",1.1171073000956262,4.271110068260056
8,"(306, 45)","(403, 45)","(397, 157)","(301, 152)",1.15703875484355,5.411367931003748
8,"(279, 33)","(378, 32)","(374, 144)","(277, 141)",1.171396547652254,4.1813958024726015
1,"(882, 186)","(900, 188)","(897, 203)","(879, 202)",6.865677766737651,7.342596112950206
8,"(257, 28)","(357, 30)","(353, 144)","(253, 141)",1.14896894734547,4.970291931911367
1,"(422, 91)","(436, 91)","(436, 106)","(422, 105)",8.65990483840483,2.1539854168673283
1,"(433, 93)","(448, 93)","(448, 108)","(433, 107)",8.247262092169615,-0.21745652779403277
9,"(421, 21)","(481, 17)","(488, 81)","(430, 85)",2.052182956328655,-2.6951465057573203
9,"(404, 55)","(466, 53)","(472, 117)","(410, 120)",1.978105912615376,-3.2969291641008325
9,"(409, 32)","(474, 31)","(477, 96)","(413, 97)",1.928340991708863,-2.4455080639519724
9,"(421, 20)","(487, 20)","(491, 87)","(426, 89)",1.898105445894342,-2.6771195358810367
9,"(404, 54)","(470, 53)","(475, 123)","(410, 126)",1.8030619430028496,-12.93358662559351
9,"(394, 69)","(463, 67)","(467, 136)","(400, 140)",1.7825482044107663,-11.351156949382556
9,"(383, 95)","(452, 92)","(457, 163)","(389, 166)",1.7497470645257094,-2.189479916163002
9,"(393, 101)","(464, 98)","(470, 169)","(400, 174)",1.7106867680018174,-3.8400983526448695
9,"(413, 62)","(487, 60)","(493, 137)","(420, 140)",1.6337936075044863,-1.7513285547134345
9,"(427, 86)","(505, 83)","(509, 164)","(432, 169)",1.495931903444852,-1.224677746456633
9,"(419, 130)","(499, 132)","(500, 214)","(422, 215)",1.4474782540287523,-7.319146463688236
9,"(433, 186)","(516, 184)","(518, 269)","(437, 272)",1.3709596779340223,-0.5884725948646495
9,"(452, 177)","(538, 175)","(541, 261)","(456, 266)",1.330848665665601,-6.631838058529864
9,"(436, 163)","(524, 160)","(529, 250)","(441, 255)",1.2962935800763578,-1.8748254610707173
9,"(385, 96)","(483, 92)","(490, 190)","(394, 199)",1.2134279818727003,-12.18731664685727
9,"(346, 104)","(446, 100)","(454, 202)","(356, 211)",1.1813027427155467,-14.303282275598137
9,"(250, 71)","(362, 67)","(374, 175)","(264, 186)",1.1530001303302004,-5.132353857277951
9,"(153, 64)","(277, 57)","(291, 181)","(172, 194)",1.0569333728596748,-4.170668446744707
9,"(47, 129)","(185, 120)","(203, 246)","(70, 265)",1.0410474636703575,-27.592754858154805
8,"(423, 109)","(445, 108)","(446, 127)","(426, 130)",5.76977640341428,-12.172847579430517
8,"(394, 134)","(415, 131)","(416, 152)","(397, 155)",5.6770400340405285,-20.532062311043944
8,"(369, 166)","(390, 164)","(392, 183)","(371, 187)",5.691702303792545,-17.15792216782851
8,"(233, 303)","(254, 300)","(256, 322)","(235, 325)",5.608382279093436,-7.440529120644134
8,"(183, 351)","(207, 347)","(210, 367)","(187, 372)",5.92400537340003,-16.179948405780067
8,"(170, 393)","(194, 389)","(197, 410)","(174, 415)",5.8593431243852825,-14.56619360274973
8,"(143, 403)","(167, 399)","(172, 420)","(148, 425)",5.9391317142268365,-13.812815397473495
8,"(139, 391)","(165, 387)","(168, 408)","(145, 413)",5.967074280214461,-14.18924218249104
8,"(142, 370)","(166, 367)","(171, 388)","(147, 393)",5.817590296093379,-15.081802350831623
8,"(136, 352)","(162, 348)","(166, 370)","(141, 375)",5.698763350367557,-16.26195150012984
8,"(140, 384)","(165, 380)","(170, 402)","(145, 407)",5.7007778812334875,-14.696648896271196
8,"(167, 410)","(192, 405)","(198, 427)","(173, 433)",5.556645008991488,-15.54266763994413
8,"(197, 360)","(222, 354)","(228, 377)","(203, 382)",5.475774008319019,-14.049364397943444
8,"(197, 376)","(223, 371)","(227, 394)","(202, 400)",5.232100846644596,-17.04849439796973
8,"(194, 418)","(220, 414)","(224, 438)","(199, 443)",5.1190414491943335,-10.780912732220845
8,"(169, 439)","(197, 432)","(201, 456)","(174, 463)",5.1002749078642164,-16.218608223436476
8,"(186, 437)","(213, 432)","(218, 454)","(191, 460)",5.323505511699588,-11.631776656222879
8,"(194, 449)","(220, 443)","(227, 467)","(200, 474)",5.042219298401892,-14.25089802246391
8,"(209, 457)","(236, 451)","(242, 474)","(215, 482)",5.111624534771116,-14.599697860868691
8,"(211, 463)","(239, 456)","(244, 480)","(218, 487)",5.120963231698419,-14.525639891013792
8,"(245, 459)","(272, 454)","(277, 478)","(251, 485)",4.870007014747508,-11.211671000145289
8,"(246, 463)","(272, 457)","(278, 482)","(251, 489)",4.786367852569239,-12.236245496540969
8,"(251, 447)","(279, 440)","(285, 465)","(257, 471)",4.783149492583615,-12.738409948349753
8,"(276, 443)","(306, 436)","(311, 461)","(284, 467)",4.558509937286367,-12.503651492977728
8,"(286, 418)","(314, 411)","(320, 436)","(293, 443)",4.664704096052992,-14.884528169472087
8,"(281, 372)","(310, 365)","(316, 391)","(289, 398)",4.515253226720475,-16.88746001626955
8,"(242, 357)","(274, 350)","(279, 376)","(248, 382)",4.240783185318886,-14.317256129155172
8,"(214, 390)","(245, 383)","(251, 410)","(221, 418)",4.38073633003998,-17.259512765625857
8,"(215, 396)","(246, 388)","(253, 415)","(223, 423)",4.432187017039772,-17.47645237852005
8,"(209, 370)","(240, 363)","(248, 390)","(217, 399)",4.314507415237646,-19.13629315820386
8,"(185, 357)","(219, 349)","(225, 377)","(193, 385)",4.195076327225323,-18.548035528992845
8,"(173, 336)","(206, 329)","(213, 358)","(180, 366)",4.165126087846216,-20.057836537225732
8,"(177, 349)","(212, 341)","(219, 372)","(186, 379)",4.070495724342379,-14.15989356861653
8,"(172, 355)","(207, 347)","(215, 377)","(180, 386)",3.9847658593233892,-19.249583484084425
8,"(140, 352)","(176, 343)","(185, 375)","(150, 384)",3.922523138075861,-15.988844573701726
8,"(131, 388)","(168, 378)","(177, 411)","(142, 422)",3.738198014369841,-25.712687615154703
8,"(122, 363)","(160, 354)","(168, 387)","(132, 397)",3.7720624635219813,-23.85044543985285
8,"(130, 358)","(168, 350)","(177, 384)","(140, 394)",3.6246947916605254,-23.345837604513456
8,"(150, 354)","(188, 346)","(197, 381)","(159, 390)",3.5535451238509914,-20.908303104179723
8,"(155, 361)","(196, 351)","(205, 387)","(166, 397)",3.4534389300775605,-20.948333235636728
8,"(150, 348)","(191, 340)","(200, 377)","(160, 386)",3.3684918848761503,-19.679524705928593
8,"(83, 380)","(127, 369)","(137, 409)","(94, 420)",3.243387418283152,-15.147876817382414
8,"(50, 387)","(96, 376)","(107, 416)","(62, 428)",3.2588879303534846,-24.91448872003604
8,"(33, 361)","(82, 349)","(93, 390)","(46, 402)",3.225730064635713,-16.5397896939893
8,"(32, 341)","(80, 330)","(93, 372)","(45, 384)",3.137684864060794,-15.546496274159873
8,"(65, 301)","(115, 291)","(126, 334)","(77, 344)",3.0618619514601946,-14.42780933972245
8,"(70, 289)","(121, 280)","(133, 323)","(84, 334)",2.99957150994779,-24.137064636042428
8,"(86, 254)","(136, 244)","(149, 290)","(98, 301)",2.819807483701696,-13.9596495069055
8,"(114, 250)","(166, 238)","(177, 285)","(127, 298)",2.66239242650694,-31.18291417187298
8,"(80, 237)","(134, 227)","(145, 277)","(94, 288)",2.625966383353187,-32.66736379758489
8,"(89, 207)","(143, 197)","(157, 247)","(104, 259)",2.6044096075565712,-32.4080025472679
8,"(105, 186)","(161, 175)","(175, 227)","(120, 238)",2.5354125717154754,-13.79692840361629
8,"(120, 169)","(177, 159)","(190, 212)","(135, 221)",2.5269286492930845,-12.550168877913038
8,"(183, 113)","(241, 107)","(252, 163)","(195, 170)",2.35774812917624,-8.51038438248941
8,"(227, 110)","(285, 103)","(297, 161)","(238, 169)",2.2224878615563073,-8.662142291648584
8,"(225, 98)","(285, 89)","(296, 151)","(236, 159)",2.1112218939448604,-7.943932036914915
8,"(204, 110)","(266, 103)","(275, 165)","(214, 173)",2.084035683471725,-6.9592169430746855
1,"(481, 113)","(494, 111)","(495, 124)","(483, 126)",9.104311810607262,-16.83687559330394
1,"(509, 97)","(522, 96)","(524, 109)","(510, 111)",8.7475102679725,-6.399013411228484
8,"(186, 24)","(258, 17)","(271, 87)","(201, 97)",1.9134454726364691,-26.63005397729428
8,"(212, 41)","(285, 34)","(294, 107)","(221, 114)",1.8034051984454158,-6.125204490794167
8,"(196, 28)","(271, 20)","(282, 95)","(207, 103)",1.7810793648143122,-7.069826058734466
8,"(151, 13)","(232, 6)","(242, 87)","(162, 95)",1.6861422915809219,-5.727528544179667
1,"(650, 124)","(667, 122)","(669, 140)","(651, 142)",6.5868554517402,-4.276798814934338
1,"(747, 74)","(767, 73)","(767, 91)","(747, 94)",6.622698254333996,-1.0920273720487828
1,"(799, 70)","(820, 68)","(820, 88)","(800, 90)",6.031057839701059,-1.3974314481835701
10,"(18, 125)","(35, 126)","(38, 152)","(22, 150)",5.862164409657774,9.460445538293257
1,"(835, 40)","(857, 37)","(857, 56)","(835, 60)",5.7618367076984605,-1.408692550425674
10,"(120, 110)","(137, 111)","(141, 136)","(125, 136)",5.593977484240044,-76.81426149580045
10,"(140, 119)","(157, 120)","(161, 146)","(145, 145)",5.394710252627472,9.664155163131523
10,"(163, 136)","(181, 137)","(186, 163)","(169, 163)",5.163886528673576,-63.0551977884407
10,"(168, 111)","(186, 111)","(191, 138)","(173, 137)",5.237636618135968,7.9664272947447685
10,"(49, 84)","(69, 86)","(74, 114)","(54, 112)",5.3568253098024305,9.840305494706875
10,"(51, 33)","(72, 35)","(76, 66)","(57, 64)",4.99245976652134,11.957739020380622
80,"(630, 267)","(583, 275)","(575, 226)","(622, 220)",2.3404361430704816,169.72198267208117
29,"(556, 362)","(597, 370)","(591, 411)","(549, 403)",2.636803296551821,11.546603853872545
0,"(426, 65)","(486, 61)","(492, 124)","(432, 128)",1.9923492826199845,-3.232994581334131
0,"(430, 31)","(489, 28)","(493, 89)","(433, 94)",2.013450008806909,-2.3435505421403113
0,"(238, 28)","(300, 24)","(306, 86)","(246, 91)",2.1407959185023575,-4.4158354328389455
0,"(126, 13)","(195, 9)","(203, 71)","(136, 78)",2.146775968797739,-27.339086880813646
